,,,,,,,,,,,,,,,,,,,,,
,日付,レース,枠番,登録番号,全国勝率,全国2連,全国3連,当地勝率,当地2連,当地3連,モーター2連,モーター3連,コース1_平均着順,コース2_平均着順,コース3_平均着順,コース4_平均着順,コース5_平均着順,コース6_平均着順,展示タイム,着順,3連単払戻金
,20250513,3,4,4332,4.68,21.21,46.97,5.5,35.71,64.29,46.15,69.23,,5.0,2.0,,3.0,6.0,6.79,5,"¥3,650"
,20250513,3,5,3303,5.8,41.54,60.0,7.11,66.67,66.67,32.35,47.06,4.0,2.0,1.0,5.0,,5.0,6.81,2,"¥3,650"
,20250513,3,6,5175,3.3,10.94,25.0,2.25,0.0,16.67,52.94,61.76,2.0,,4.0,6.0,5.0,,6.82,3,"¥3,650"
,20250513,4,1,5064,5.66,39.0,61.0,5.43,28.57,57.14,37.5,46.88,,2.0,3.0,2.0,5.0,5.0,6.72,1,"¥3,910"
,20250513,4,2,4036,5.95,40.66,58.24,6.34,39.47,73.68,45.95,56.76,1.0,2.0,1.0,5.0,5.0,,6.74,6,"¥3,910"
,20250513,4,3,4853,4.48,25.23,40.19,0.0,0.0,0.0,26.47,41.18,5.0,4.0,,4.0,,4.0,6.75,4,"¥3,910"
,20250513,4,4,3584,4.69,28.89,41.11,4.96,26.92,46.15,32.35,47.06,,3.0,4.0,,1.0,4.0,6.80,2,"¥3,910"
,20250513,4,5,4549,5.56,34.12,57.65,4.5,20.0,40.0,14.29,28.57,1.0,3.0,1.0,4.0,,6.0,6.77,3,"¥3,910"
,20250513,4,6,4169,4.01,19.74,32.89,3.8,20.0,26.67,45.45,63.64,1.0,,4.5,5.0,3.0,,6.75,5,"¥3,910"
,20250513,5,1,4475,6.07,42.17,61.45,6.42,42.11,68.42,40.0,48.57,,2.0,3.5,,3.0,5.0,6.71,1,¥600
,20250513,5,2,4948,5.11,31.09,46.22,5.31,31.03,48.28,35.29,58.82,2.0,1.0,2.0,3.0,,5.0,6.78,2,¥600
,20250513,5,3,3986,4.97,30.93,45.36,6.26,51.85,62.96,25.0,42.86,1.0,2.0,6.0,,4.0,3.0,6.75,4,¥600
,20250513,5,4,4531,6.22,49.49,65.66,4.5,25.0,37.5,24.14,41.38,1.0,3.0,5.0,2.0,4.0,6.0,6.80,3,¥600
,20250513,5,5,4071,4.72,28.13,43.75,5.08,31.17,48.05,31.03,55.17,1.0,,2.0,4.0,4.0,,6.81,5,¥600
,20250513,5,6,5277,4.77,28.8,43.2,4.0,0.0,30.0,16.0,24.0,1.0,3.0,6.0,1.0,3.0,,6.80,6,¥600
,20250513,6,1,3350,4.33,22.92,39.58,5.5,25.0,65.63,42.86,45.71,,1.0,1.0,5.0,2.0,5.0,6.77,1,"¥1,380"
,20250513,6,2,5053,5.6,36.59,54.88,0.0,0.0,0.0,48.48,66.67,2.0,,3.0,3.0,1.0,3.0,6.75,2,"¥1,380"
,20250513,6,3,3246,4.42,25.76,36.36,5.16,37.68,47.83,27.59,55.17,6.0,5.0,,3.0,5.0,,6.81,3,"¥1,380"
,20250513,6,4,4075,7.16,49.18,71.31,6.57,42.86,71.43,5.26,15.79,1.0,4.0,6.0,,3.0,4.0,6.79,4,"¥1,380"
,20250513,6,5,5295,2.55,6.15,15.38,1.06,0.0,0.0,21.74,39.13,6.0,6.0,,,6.0,4.5,6.75,5,"¥1,380"
,20250513,6,6,5389,1.1,0.0,0.0,0.0,0.0,0.0,21.88,31.25,,,,,,6.0,6.78,6,"¥1,380"
,20250513,7,1,4332,4.68,21.21,46.97,5.5,35.71,64.29,46.15,69.23,,5.0,2.0,5.0,3.0,6.0,6.80,6,"¥1,310"
,20250513,7,2,3377,4.07,16.28,39.53,4.0,6.25,37.5,28.0,44.0,3.0,1.0,2.0,5.0,1.0,3.0,6.72,3,"¥1,310"
,20250513,7,3,4278,6.43,45.71,58.1,6.94,55.83,65.0,29.41,47.06,2.0,2.5,,2.5,,,6.81,1,"¥1,310"
,20250513,7,4,4645,6.02,40.57,58.49,6.0,44.44,77.78,18.18,27.27,1.0,,2.0,3.0,4.0,4.0,6.75,2,"¥1,310"
,20250513,7,5,3604,4.05,14.63,34.15,4.4,10.0,40.0,26.47,29.41,4.0,4.0,6.0,,2.0,6.0,6.78,4,"¥1,310"
,20250513,7,6,4724,4.06,18.18,35.06,0.0,0.0,0.0,4.0,20.0,6.0,5.0,,,3.0,5.0,6.85,5,"¥1,310"
,20250513,8,1,3584,4.69,28.89,41.11,4.96,26.92,46.15,32.35,47.06,,3.0,4.0,2.0,1.0,4.0,6.82,2,"¥8,430"
,20250513,8,2,4292,6.25,37.0,60.0,6.43,42.86,66.67,3.85,23.08,1.0,3.0,4.0,3.0,1.0,2.0,6.82,3,"¥8,430"
,20250513,8,3,4419,4.79,22.67,44.0,4.38,15.38,42.31,9.09,36.36,4.0,3.0,2.0,2.0,2.0,5.0,6.83,4,"¥8,430"
,20250513,8,4,4705,4.46,28.3,39.62,3.4,13.33,20.0,30.3,42.42,3.0,2.0,1.0,,5.0,6.0,6.82,6,"¥8,430"
,20250513,8,5,4883,4.68,27.4,43.84,8.13,62.5,100.0,45.45,72.73,1.0,6.0,2.0,5.0,,3.0,6.84,1,"¥8,430"
,20250513,8,6,5068,6.58,47.01,64.18,0.0,0.0,0.0,46.67,60.0,1.0,1.0,1.0,3.0,,,6.75,5,"¥8,430"
,20250513,9,1,4072,6.64,50.96,63.46,6.16,47.37,57.89,22.58,48.39,1.0,1.0,2.0,2.0,4.0,4.0,6.67,1,¥560
,20250513,9,2,4071,4.72,28.13,43.75,5.08,31.17,48.05,31.03,55.17,1.0,,2.0,4.0,4.33,,6.79,4,¥560
,20250513,9,3,4906,5.85,40.91,60.0,0.0,0.0,0.0,45.71,71.43,2.0,2.0,,3.0,6.0,4.0,6.74,2,¥560
,20250513,9,4,4379,6.22,37.93,65.52,5.75,41.67,58.33,18.18,39.39,1.0,3.0,5.0,6.0,6.0,4.0,6.84,5,¥560
,20250513,9,5,4846,3.43,17.39,32.61,0.0,0.0,0.0,14.29,47.62,6.0,3.0,,5.0,,2.0,6.81,6,¥560
,20250513,9,6,4036,5.95,40.66,58.24,6.34,39.47,73.68,45.95,56.76,1.0,4.0,1.0,5.0,5.0,,6.77,3,¥560
,20250513,10,1,5142,6.83,46.62,66.17,6.89,44.44,77.78,17.65,35.29,2.0,3.0,3.0,1.0,2.0,4.0,6.73,1,"¥1,210"
,20250513,10,2,3303,5.8,41.54,60.0,7.11,66.67,66.67,32.35,47.06,4.0,2.0,1.0,5.0,2.0,5.0,6.79,2,"¥1,210"
,20250513,10,3,3873,5.63,36.63,55.45,6.06,44.44,66.67,41.94,51.61,1.0,4.0,3.0,1.0,2.0,6.0,6.84,6,"¥1,210"
,20250513,10,4,3986,4.97,30.93,45.36,6.26,51.85,62.96,25.0,42.86,1.0,2.0,5.0,,4.0,3.0,6.77,3,"¥1,210"
,20250513,10,5,5064,5.66,39.0,61.0,5.43,28.57,57.14,37.5,46.88,1.0,2.0,3.0,2.0,5.0,5.0,6.78,5,"¥1,210"
,20250513,10,6,3878,4.26,17.65,32.94,3.2,6.67,13.33,26.09,43.48,2.0,5.0,4.0,5.0,4.0,,6.81,4,"¥1,210"
,20250513,11,1,4278,6.43,45.71,58.1,6.94,55.83,65.0,29.41,47.06,2.0,2.5,1.0,2.5,,,6.76,1,¥570
,20250513,11,2,5175,3.3,10.94,25.0,2.25,0.0,16.67,52.94,61.76,2.0,,4.0,6.0,5.0,3.0,6.78,4,¥570
,20250513,11,3,3350,4.33,22.92,39.58,5.5,25.0,65.63,42.86,45.71,1.0,1.0,1.0,5.0,2.0,5.0,6.80,2,¥570
,20250513,11,4,4549,5.56,34.12,57.65,4.5,20.0,40.0,14.29,28.57,1.0,3.0,1.0,4.0,3.0,6.0,6.81,3,¥570
,20250513,11,5,4948,5.11,31.09,46.22,5.31,31.03,48.28,35.29,58.82,2.0,1.5,2.0,3.0,,5.0,6.79,6,¥570
,20250513,11,6,5027,5.3,36.36,50.91,0.0,0.0,0.0,31.03,41.38,4.0,1.0,4.0,4.0,2.0,,6.70,5,¥570
,20250513,12,1,4075,7.16,49.18,71.31,6.57,42.86,71.43,5.26,15.79,1.0,4.0,6.0,4.0,3.0,4.0,6.84,1,¥530
,20250513,12,2,4645,6.02,40.57,58.49,6.0,44.44,77.78,18.18,27.27,1.0,,2.0,2.5,4.0,4.0,6.79,2,¥530
,20250513,12,3,4883,4.68,27.4,43.84,8.13,62.5,100.0,45.45,72.73,1.0,6.0,2.0,5.0,1.0,3.0,6.82,3,¥530
,20250513,12,4,4475,6.07,42.17,61.45,6.42,42.11,68.42,40.0,48.57,1.0,2.0,3.5,,3.0,5.0,6.72,4,¥530
,20250513,12,5,4853,4.48,25.23,40.19,0.0,0.0,0.0,26.47,41.18,5.0,4.0,4.0,4.0,,4.0,6.76,6,¥530
,20250513,12,6,5155,4.04,19.72,35.21,4.38,18.75,50.0,47.06,64.71,1.0,1.0,6.0,2.0,5.0,,6.75,5,¥530
,20250514,1,1,3986,4.97,30.93,45.36,6.26,51.85,62.96,25.0,42.86,1.0,2.0,5.0,3.0,4.0,3.0,6.71,1,"¥13,750"
,20250514,1,2,4906,5.85,40.91,60.0,0.0,0.0,0.0,45.71,71.43,2.0,2.0,2.0,3.0,6.0,4.0,6.76,4,"¥13,750"
,20250514,1,3,4075,7.16,49.18,71.31,6.57,42.86,71.43,5.26,15.79,1.0,4.0,6.0,4.0,3.0,4.0,6.80,5,"¥13,750"
,20250514,1,4,5027,5.3,36.36,50.91,0.0,0.0,0.0,31.03,41.38,4.0,1.0,4.0,4.0,2.0,5.0,6.69,3,"¥13,750"
,20250514,1,5,3878,4.26,17.65,32.94,3.2,6.67,13.33,26.09,43.48,2.0,5.0,4.0,5.0,4.0,4.0,6.80,2,"¥13,750"
,20250514,1,6,5389,1.1,0.0,0.0,0.0,0.0,0.0,21.88,31.25,,,,,,6.0,6.74,6,"¥13,750"
,20250514,2,1,4292,6.25,37.0,60.0,6.43,42.86,66.67,3.85,23.08,1.0,3.0,4.0,3.0,1.0,2.0,6.74,1,"¥1,590"
,20250514,2,2,5277,4.77,28.8,43.2,4.0,0.0,30.0,16.0,24.0,1.0,3.0,6.0,1.0,3.0,6.0,6.77,3,"¥1,590"
,20250514,2,3,4705,4.46,28.3,39.62,3.4,13.33,20.0,30.3,42.42,3.0,2.0,1.0,6.0,5.0,6.0,6.79,2,"¥1,590"
,20250514,2,4,3377,4.07,16.28,39.53,4.0,6.25,37.5,28.0,44.0,3.0,2.0,2.0,5.0,1.0,3.0,6.73,4,"¥1,590"
,20250514,2,5,5053,5.6,36.59,54.88,0.0,0.0,0.0,48.48,66.67,2.0,2.0,3.0,3.0,1.0,3.0,6.73,5,"¥1,590"
,20250514,2,6,5175,3.3,10.94,25.0,2.25,0.0,16.67,52.94,61.76,2.0,4.0,4.0,6.0,5.0,3.0,6.77,6,"¥1,590"
,20250514,3,1,3303,5.8,41.54,60.0,7.11,66.67,66.67,32.35,47.06,4.0,2.0,1.0,5.0,2.0,5.0,6.77,2,"¥9,970"
,20250514,3,2,3604,4.05,14.63,34.15,4.4,10.0,40.0,26.47,29.41,4.0,4.0,6.0,,3.0,6.0,6.77,5,"¥9,970"
,20250514,3,3,4948,5.11,31.09,46.22,5.31,31.03,48.28,35.29,58.82,2.0,1.5,2.0,3.0,6.0,5.0,6.77,4,"¥9,970"
,20250514,3,4,4846,3.43,17.39,32.61,0.0,0.0,0.0,14.29,47.62,6.0,3.0,,5.0,6.0,2.0,6.85,6,"¥9,970"
,20250514,3,5,4449,3.76,18.95,32.63,3.86,17.65,29.41,24.0,44.0,5.0,3.0,6.0,2.0,6.0,5.0,6.80,3,"¥9,970"
,20250514,3,6,5142,6.83,46.62,66.17,6.89,44.44,77.78,17.65,35.29,1.5,3.0,3.0,1.0,2.0,4.0,6.70,1,"¥9,970"
,20250514,4,1,4419,4.79,22.67,44.0,4.38,15.38,42.31,9.09,36.36,4.0,3.0,3.0,2.0,2.0,5.0,6.78,4,"¥2,780"
,20250514,4,2,4072,6.64,50.96,63.46,6.16,47.37,57.89,22.58,48.39,1.0,1.0,2.0,2.0,4.0,4.0,6.68,1,"¥2,780"
,20250514,4,3,5155,4.04,19.72,35.21,4.38,18.75,50.0,47.06,64.71,1.0,1.0,6.0,2.0,5.0,5.0,6.73,3,"¥2,780"
,20250514,4,4,5064,5.66,39.0,61.0,5.43,28.57,57.14,37.5,46.88,1.0,2.0,3.0,2.0,5.0,5.0,6.79,2,"¥2,780"
,20250514,4,5,3976,3.5,26.47,29.41,2.5,12.5,12.5,31.25,56.25,4.0,4.0,1.0,4.0,5.0,6.0,6.86,6,"¥2,780"
,20250514,4,6,4278,6.43,45.71,58.1,6.94,55.83,65.0,29.41,47.06,1.5,2.5,1.0,2.5,,,6.77,5,"¥2,780"
,20250514,5,1,3873,5.63,36.63,55.45,6.06,44.44,66.67,41.94,51.61,1.0,4.0,4.5,1.0,2.0,6.0,6.80,4,"¥18,860"
,20250514,5,2,5027,5.3,36.36,50.91,0.0,0.0,0.0,31.03,41.38,4.0,1.0,4.0,3.5,2.0,5.0,6.69,3,"¥18,860"
,20250514,5,3,5295,2.55,6.15,15.38,1.06,0.0,0.0,21.74,39.13,6.0,6.0,,,5.5,4.5,6.75,6,"¥18,860"
,20250514,5,4,4724,4.06,18.18,35.06,0.0,0.0,0.0,4.0,20.0,6.0,5.0,,,3.0,5.0,6.83,5,"¥18,860"
,20250514,5,5,4169,4.01,19.74,32.89,3.8,20.0,26.67,45.45,63.64,1.0,,4.5,5.0,3.0,5.0,6.74,1,"¥18,860"
,20250514,5,6,5068,6.58,47.01,64.18,0.0,0.0,0.0,46.67,60.0,1.0,1.0,1.0,3.0,,5.0,6.74,2,"¥18,860"
,20250514,6,1,4645,6.02,40.57,58.49,6.0,44.44,77.78,18.18,27.27,1.0,2.0,2.0,2.5,4.0,4.0,6.77,1,¥500
,20250514,6,2,3584,4.69,28.89,41.11,4.96,26.92,46.15,32.35,47.06,2.0,3.0,4.0,2.0,1.0,4.0,6.82,2,¥500
,20250514,6,3,3878,4.26,17.65,32.94,3.2,6.67,13.33,26.09,43.48,2.0,5.0,4.0,5.0,3.0,4.0,6.80,6,¥500
,20250514,6,4,3350,4.33,22.92,39.58,5.5,25.0,65.63,42.86,45.71,1.0,1.0,1.5,5.0,2.0,5.0,6.78,3,¥500
,20250514,6,5,4332,4.68,21.21,46.97,5.5,35.71,64.29,46.15,69.23,6.0,5.0,2.0,5.0,3.0,6.0,6.75,4,¥500
,20250514,6,6,4853,4.48,25.23,40.19,0.0,0.0,0.0,26.47,41.18,5.0,4.0,4.0,4.0,6.0,4.0,6.76,5,¥500
,20250514,7,1,4549,5.56,34.12,57.65,4.5,20.0,40.0,14.29,28.57,1.0,3.0,1.0,3.5,3.0,6.0,6.73,3,"¥11,030"
,20250514,7,2,4883,4.68,27.4,43.84,8.13,62.5,100.0,45.45,72.73,1.0,6.0,2.5,5.0,1.0,3.0,6.76,2,"¥11,030"
,20250514,7,3,5175,3.3,10.94,25.0,2.25,0.0,16.67,52.94,61.76,2.0,4.0,4.0,6.0,5.0,4.5,6.71,6,"¥11,030"
,20250514,7,4,3246,4.42,25.76,36.36,5.16,37.68,47.83,27.59,55.17,6.0,5.0,3.0,3.0,5.0,,6.73,1,"¥11,030"
,20250514,7,5,3604,4.05,14.63,34.15,4.4,10.0,40.0,26.47,29.41,4.0,4.5,6.0,,3.0,6.0,6.72,4,"¥11,030"
,20250514,7,6,5287,3.93,13.25,34.94,4.57,14.29,57.14,34.48,51.72,4.0,5.0,,6.0,5.0,6.0,6.73,5,"¥11,030"
,20250514,8,1,4475,6.07,42.17,61.45,6.42,42.11,68.42,40.0,48.57,1.0,2.0,3.5,4.0,3.0,5.0,6.73,1,¥780
,20250514,8,2,4449,3.76,18.95,32.63,3.86,17.65,29.41,24.0,44.0,5.0,3.0,6.0,2.0,4.5,5.0,6.78,5,¥780
,20250514,8,3,3976,3.5,26.47,29.41,2.5,12.5,12.5,31.25,56.25,4.0,4.0,1.0,4.0,5.5,6.0,6.79,6,¥780
,20250514,8,4,4036,5.95,40.66,58.24,6.34,39.47,73.68,45.95,56.76,1.0,4.0,1.0,5.0,5.0,3.0,6.77,2,¥780
,20250514,8,5,5277,4.77,28.8,43.2,4.0,0.0,30.0,16.0,24.0,1.0,3.0,6.0,1.0,3.0,6.0,6.79,4,¥780
,20250514,8,6,4906,5.85,40.91,60.0,0.0,0.0,0.0,45.71,71.43,2.0,3.0,2.0,3.0,6.0,4.0,6.75,3,¥780
,20250514,9,1,4531,6.22,49.49,65.66,4.5,25.0,37.5,24.14,41.38,1.0,3.0,5.0,2.5,4.0,6.0,6.77,1,¥680
,20250514,9,2,4169,4.01,19.74,32.89,3.8,20.0,26.67,45.45,63.64,1.0,,4.5,5.0,2.0,5.0,6.78,2,¥680
,20250514,9,3,4379,6.22,37.93,65.52,5.75,41.67,58.33,18.18,39.39,1.0,3.0,5.0,5.5,6.0,4.0,6.83,3,¥680
,20250514,9,4,4071,4.72,28.13,43.75,5.08,31.17,48.05,31.03,55.17,1.0,4.0,2.0,4.0,4.33,,6.79,4,¥680
,20250514,9,5,5155,4.04,19.72,35.21,4.38,18.75,50.0,47.06,64.71,1.0,1.0,4.5,2.0,5.0,5.0,6.72,5,¥680
,20250514,9,6,4705,4.46,28.3,39.62,3.4,13.33,20.0,30.3,42.42,3.0,2.0,1.5,6.0,5.0,6.0,6.78,6,¥680
,20250514,10,1,5142,6.83,46.62,66.17,6.89,44.44,77.78,17.65,35.29,1.5,3.0,3.0,1.0,2.0,2.5,6.70,3,"¥3,240"
,20250514,10,2,5053,5.6,36.59,54.88,0.0,0.0,0.0,48.48,66.67,2.0,2.0,3.0,3.0,3.0,3.0,6.75,5,"¥3,240"
,20250514,10,3,3584,4.69,28.89,41.11,4.96,26.92,46.15,32.35,47.06,2.0,2.5,4.0,2.0,1.0,4.0,6.78,6,"¥3,240"
,20250514,10,4,4072,6.64,50.96,63.46,6.16,47.37,57.89,22.58,48.39,1.0,1.0,2.0,2.0,4.0,4.0,6.67,1,"¥3,240"
,20250514,10,5,4075,7.16,49.18,71.31,6.57,42.86,71.43,5.26,15.79,1.0,4.0,5.5,4.0,3.0,4.0,6.78,2,"¥3,240"
,20250514,10,6,3873,5.63,36.63,55.45,6.06,44.44,66.67,41.94,51.61,2.5,4.0,4.5,1.0,2.0,6.0,6.83,4,"¥3,240"
,20250514,11,1,5068,6.58,47.01,64.18,0.0,0.0,0.0,46.67,60.0,1.0,1.0,1.0,3.0,,3.5,6.75,1,"¥1,330"
,20250514,11,2,3350,4.33,22.92,39.58,5.5,25.0,65.63,42.86,45.71,1.0,1.0,1.5,4.0,2.0,5.0,6.84,3,"¥1,330"
,20250514,11,3,3377,4.07,16.28,39.53,4.0,6.25,37.5,28.0,44.0,3.0,2.0,2.0,4.5,1.0,3.0,6.70,2,"¥1,330"
,20250514,11,4,4883,4.68,27.4,43.84,8.13,62.5,100.0,45.45,72.73,1.0,4.0,2.5,5.0,1.0,3.0,6.78,5,"¥1,330"
,20250514,11,5,3303,5.8,41.54,60.0,7.11,66.67,66.67,32.35,47.06,3.0,2.0,1.0,5.0,2.0,5.0,6.74,4,"¥1,330"
,20250514,11,6,4419,4.79,22.67,44.0,4.38,15.38,42.31,9.09,36.36,4.0,3.0,3.0,2.0,2.0,5.0,6.73,6,"¥1,330"
,20250514,12,1,4278,6.43,45.71,58.1,6.94,55.83,65.0,29.41,47.06,1.5,2.5,1.0,2.5,,5.0,6.84,1,¥600
,20250514,12,2,4292,6.25,37.0,60.0,6.43,42.86,66.67,3.85,23.08,1.0,3.0,4.0,3.0,1.0,2.0,6.79,3,¥600
,20250514,12,3,4645,6.02,40.57,58.49,6.0,44.44,77.78,18.18,27.27,1.0,2.0,2.0,2.5,4.0,4.0,6.79,2,¥600
,20250514,12,4,4948,5.11,31.09,46.22,5.31,31.03,48.28,35.29,58.82,2.0,1.5,3.0,3.0,6.0,5.0,6.78,4,¥600
,20250514,12,5,4549,5.56,34.12,57.65,4.5,20.0,40.0,14.29,28.57,2.0,3.0,1.0,3.5,3.0,6.0,6.79,5,¥600
,20250514,12,6,3986,4.97,30.93,45.36,6.26,51.85,62.96,25.0,42.86,1.0,2.0,5.0,3.0,4.0,3.0,6.80,6,¥600
,20250515,1,1,4846,3.43,17.39,32.61,0.0,0.0,0.0,14.29,47.62,6.0,3.0,,5.33,6.0,2.0,6.79,2,"¥9,840"
,20250515,1,2,4419,4.79,22.67,44.0,4.38,15.38,42.31,9.09,36.36,4.0,3.0,3.0,2.0,2.0,5.5,6.78,1,"¥9,840"
,20250515,1,3,4549,5.56,34.12,57.65,4.5,20.0,40.0,14.29,28.57,2.0,3.0,1.0,3.5,4.0,6.0,6.74,4,"¥9,840"
,20250515,1,4,4906,5.85,40.91,60.0,0.0,0.0,0.0,45.71,71.43,2.0,3.0,2.0,3.0,6.0,3.5,6.77,3,"¥9,840"
,20250515,1,5,5027,5.3,36.36,50.91,0.0,0.0,0.0,31.03,41.38,4.0,2.0,4.0,3.5,2.0,5.0,6.66,6,"¥9,840"
,20250515,1,6,5277,4.77,28.8,43.2,4.0,0.0,30.0,16.0,24.0,1.0,3.0,6.0,1.0,3.5,6.0,6.76,5,"¥9,840"
,20250515,2,1,4705,4.46,28.3,39.62,3.4,13.33,20.0,30.3,42.42,3.0,2.0,1.5,6.0,5.0,6.0,6.77,1,"¥1,060"
,20250515,2,2,3986,4.97,30.93,45.36,6.26,51.85,62.96,25.0,42.86,1.0,2.0,5.0,3.0,4.0,4.5,6.78,3,"¥1,060"
,20250515,2,3,5155,4.04,19.72,35.21,4.38,18.75,50.0,47.06,64.71,1.0,1.0,4.5,2.0,5.0,5.0,6.76,6,"¥1,060"
,20250515,2,4,4853,4.48,25.23,40.19,0.0,0.0,0.0,26.47,41.18,5.0,4.0,4.0,4.0,5.5,4.0,6.79,4,"¥1,060"
,20250515,2,5,4036,5.95,40.66,58.24,6.34,39.47,73.68,45.95,56.76,1.0,4.0,1.0,3.5,5.0,3.0,6.78,2,"¥1,060"
,20250515,2,6,5064,5.66,39.0,61.0,5.43,28.57,57.14,37.5,46.88,1.0,2.0,3.0,2.0,5.0,5.0,6.75,5,"¥1,060"
,20250515,3,1,3584,4.69,28.89,41.11,4.96,26.92,46.15,32.35,47.06,2.0,2.5,5.0,2.0,1.0,4.0,6.82,4,"¥7,250"
,20250515,3,2,5295,2.55,6.15,15.38,1.06,0.0,0.0,21.74,39.13,6.0,6.0,6.0,,5.5,4.5,6.76,6,"¥7,250"
,20250515,3,3,4169,4.01,19.74,32.89,3.8,20.0,26.67,45.45,63.64,1.0,2.0,4.5,5.0,2.0,5.0,6.77,1,"¥7,250"
,20250515,3,4,3878,4.26,17.65,32.94,3.2,6.67,13.33,26.09,43.48,2.0,5.0,5.0,5.0,3.0,4.0,6.81,3,"¥7,250"
,20250515,3,5,4379,6.22,37.93,65.52,5.75,41.67,58.33,18.18,39.39,1.0,3.0,4.0,5.5,6.0,4.0,6.87,2,"¥7,250"
,20250515,3,6,4292,6.25,37.0,60.0,6.43,42.86,66.67,3.85,23.08,1.0,3.0,4.0,3.0,1.0,2.0,6.79,5,"¥7,250"
,20250515,4,1,5053,5.6,36.59,54.88,0.0,0.0,0.0,48.48,66.67,2.0,3.5,3.0,3.0,3.0,3.0,6.76,1,"¥3,480"
,20250515,4,2,3246,4.42,25.76,36.36,5.16,37.68,47.83,27.59,55.17,6.0,5.0,3.0,2.0,5.0,,6.78,3,"¥3,480"
,20250515,4,3,4531,6.22,49.49,65.66,4.5,25.0,37.5,24.14,41.38,1.0,3.0,5.0,2.5,4.0,6.0,6.78,4,"¥3,480"
,20250515,4,4,4332,4.68,21.21,46.97,5.5,35.71,64.29,46.15,69.23,6.0,5.0,2.0,5.0,3.0,5.0,6.83,5,"¥3,480"
,20250515,4,5,5287,3.93,13.25,34.94,4.57,14.29,57.14,34.48,51.72,4.0,5.0,,6.0,5.0,5.5,6.75,6,"¥3,480"
,20250515,4,6,4475,6.07,42.17,61.45,6.42,42.11,68.42,40.0,48.57,1.0,2.0,3.5,4.0,3.0,5.0,6.71,2,"¥3,480"
,20250515,5,1,4948,5.11,31.09,46.22,5.31,31.03,48.28,35.29,58.82,2.0,1.5,3.0,3.5,6.0,5.0,6.77,1,¥670
,20250515,5,2,4071,4.72,28.13,43.75,5.08,31.17,48.05,31.03,55.17,1.0,4.0,2.0,4.0,4.33,,6.77,4,¥670
,20250515,5,3,5027,5.3,36.36,50.91,0.0,0.0,0.0,31.03,41.38,4.0,2.0,4.0,3.5,4.0,5.0,6.68,3,¥670
,20250515,5,4,3303,5.8,41.54,60.0,7.11,66.67,66.67,32.35,47.06,3.0,2.0,1.0,5.0,3.0,5.0,6.77,2,¥670
,20250515,5,5,3976,3.5,26.47,29.41,2.5,12.5,12.5,31.25,56.25,4.0,4.0,3.5,4.0,5.5,6.0,6.87,5,¥670
,20250515,5,6,5389,1.1,0.0,0.0,0.0,0.0,0.0,21.88,31.25,,,,,,6.0,6.78,6,¥670
,20250515,6,1,4883,4.68,27.4,43.84,8.13,62.5,100.0,45.45,72.73,1.0,4.0,2.5,5.0,1.0,3.0,6.78,1,¥510
,20250515,6,2,5064,5.66,39.0,61.0,5.43,28.57,57.14,37.5,46.88,1.0,2.0,3.0,2.0,5.0,5.0,6.78,2,¥510
,20250515,6,3,5175,3.3,10.94,25.0,2.25,0.0,16.67,52.94,61.76,2.0,4.0,5.0,6.0,5.0,4.5,6.80,4,¥510
,20250515,6,4,3873,5.63,36.63,55.45,6.06,44.44,66.67,41.94,51.61,2.5,4.0,4.5,1.0,2.0,5.0,6.81,3,¥510
,20250515,6,5,4449,3.76,18.95,32.63,3.86,17.65,29.41,24.0,44.0,5.0,4.0,6.0,2.0,4.5,5.0,6.75,6,¥510
,20250515,6,6,4846,3.43,17.39,32.61,0.0,0.0,0.0,14.29,47.62,4.0,3.0,,5.33,6.0,2.0,6.84,5,¥510
,20250515,7,1,4379,6.22,37.93,65.52,5.75,41.67,58.33,18.18,39.39,1.0,3.0,4.0,5.5,4.0,4.0,6.82,2,"¥1,650"
,20250515,7,2,3878,4.26,17.65,32.94,3.2,6.67,13.33,26.09,43.48,2.0,5.0,5.0,4.0,3.0,4.0,6.76,4,"¥1,650"
,20250515,7,3,4906,5.85,40.91,60.0,0.0,0.0,0.0,45.71,71.43,2.0,3.0,2.0,3.0,6.0,3.5,6.78,1,"¥1,650"
,20250515,7,4,4705,4.46,28.3,39.62,3.4,13.33,20.0,30.3,42.42,2.0,2.0,1.5,6.0,5.0,6.0,6.82,5,"¥1,650"
,20250515,7,5,3350,4.33,22.92,39.58,5.5,25.0,65.63,42.86,45.71,1.0,2.0,1.5,4.0,2.0,5.0,6.80,3,"¥1,650"
,20250515,7,6,4724,4.06,18.18,35.06,0.0,0.0,0.0,4.0,20.0,6.0,5.0,,5.0,3.0,5.0,6.84,6,"¥1,650"
,20250515,8,1,4036,5.95,40.66,58.24,6.34,39.47,73.68,45.95,56.76,1.0,4.0,1.0,3.5,3.5,3.0,6.74,2,"¥1,870"
,20250515,8,2,4853,4.48,25.23,40.19,0.0,0.0,0.0,26.47,41.18,5.0,4.0,4.0,4.0,5.5,4.0,6.74,5,"¥1,870"
,20250515,8,3,4475,6.07,42.17,61.45,6.42,42.11,68.42,40.0,48.57,1.0,2.0,3.5,4.0,3.0,3.5,6.68,1,"¥1,870"
,20250515,8,4,4169,4.01,19.74,32.89,3.8,20.0,26.67,45.45,63.64,1.0,2.0,3.33,5.0,2.0,5.0,6.77,3,"¥1,870"
