,,,,,,,,,,,,,,,,,,,,,
,日付,レース,枠番,登録番号,全国勝率,全国2連,全国3連,当地勝率,当地2連,当地3連,モーター2連,モーター3連,コース1_平均着順,コース2_平均着順,コース3_平均着順,コース4_平均着順,コース5_平均着順,コース6_平均着順,展示タイム,着順,3連単払戻金
,20250812,3,4,4002,7.16,55.1,73.47,7.18,59.24,76.43,40.16,52.46,1.0,3.0,2.0,,3.0,3.0,6.83,3,¥730
,20250812,3,5,4404,4.25,26.85,38.89,3.71,16.07,33.93,25.93,44.44,1.0,,1.0,1.0,,6.0,6.85,5,¥730
,20250812,3,6,5350,2.76,5.88,15.69,2.37,1.96,15.69,35.34,54.31,,,,3.5,4.33,,6.77,4,¥730
,20250812,4,1,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,,2.0,4.0,,4.0,6.0,6.76,4,"¥1,970"
,20250812,4,2,4725,4.71,22.92,41.67,4.61,24.24,40.4,27.43,46.9,1.0,,2.0,,2.5,6.0,6.85,5,"¥1,970"
,20250812,4,3,4925,5.76,33.61,58.82,5.62,35.29,57.84,33.03,47.71,3.0,3.0,,1.0,2.0,,6.74,1,"¥1,970"
,20250812,4,4,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,6.0,4.0,,3.0,,6.79,2,"¥1,970"
,20250812,4,5,3854,6.81,45.28,61.32,8.11,67.35,81.63,40.17,60.68,1.0,2.0,3.0,1.5,,,6.80,3,"¥1,970"
,20250812,4,6,5396,1.15,0.0,0.0,0.88,0.0,0.0,43.75,56.25,,,,,,5.75,6.82,6,"¥1,970"
,20250812,5,1,4057,6.02,40.31,63.57,5.8,40.0,62.31,42.86,53.78,,1.0,,4.0,2.0,4.0,6.74,1,¥880
,20250812,5,2,4656,4.61,23.66,45.16,4.8,26.67,45.33,34.86,57.8,4.0,5.0,4.0,5.0,5.0,,6.85,4,¥880
,20250812,5,3,5324,1.78,4.44,4.44,1.45,2.67,2.67,34.48,56.9,,3.0,,5.67,6.0,,6.82,6,¥880
,20250812,5,4,3828,4.97,26.45,44.63,5.54,37.14,60.0,40.52,58.62,1.0,3.0,5.0,,3.0,5.0,6.78,3,¥880
,20250812,5,5,4278,6.7,47.12,64.42,7.03,57.14,67.14,47.79,61.06,1.0,3.0,,4.0,2.0,,6.82,2,¥880
,20250812,5,6,4040,6.04,43.88,61.15,5.79,42.31,57.69,36.44,55.93,1.0,2.0,,5.0,5.0,,6.78,5,¥880
,20250812,6,1,4877,6.58,52.43,69.9,6.88,57.28,68.93,28.57,43.75,2.0,6.0,1.0,,1.0,5.0,6.80,1,"¥2,230"
,20250812,6,2,4449,3.57,12.37,31.96,3.8,17.02,29.79,24.32,35.14,2.0,6.0,4.0,,5.0,5.0,6.89,5,"¥2,230"
,20250812,6,3,5297,2.51,5.62,11.24,1.57,1.05,3.16,30.0,47.27,,,5.5,6.0,6.0,5.0,6.78,6,"¥2,230"
,20250812,6,4,4105,5.5,33.6,57.6,5.87,38.21,61.79,45.95,64.86,1.0,2.0,3.0,,2.0,,6.84,4,"¥2,230"
,20250812,6,5,4982,5.01,27.78,50.0,5.08,29.17,50.0,38.05,60.18,3.0,,4.0,,2.0,4.0,6.86,2,"¥2,230"
,20250812,6,6,4633,5.7,35.0,58.75,5.33,29.91,52.99,35.78,61.47,2.0,3.0,3.0,4.0,3.0,,6.84,3,"¥2,230"
,20250812,7,1,4512,6.71,49.62,69.92,7.14,57.53,73.97,44.07,59.32,1.0,,1.0,5.0,6.0,3.0,6.79,1,¥510
,20250812,7,2,4965,4.85,32.69,46.15,4.69,26.37,41.76,39.13,61.74,6.0,,6.0,5.0,,6.0,6.78,6,¥510
,20250812,7,3,4446,6.05,39.64,54.05,5.94,39.01,59.57,39.29,59.82,1.0,1.0,,5.0,3.0,5.0,6.82,2,¥510
,20250812,7,4,4648,4.72,20.48,45.78,5.57,32.95,57.95,33.93,50.0,4.0,5.0,6.0,,5.0,5.0,6.82,5,¥510
,20250812,7,5,4735,4.72,28.43,40.2,3.81,15.63,25.0,28.97,42.06,1.0,2.0,4.0,1.0,,3.0,6.80,4,¥510
,20250812,7,6,5016,6.13,39.13,61.96,6.32,42.98,61.16,41.07,56.25,1.0,4.0,1.0,3.0,5.0,,6.77,3,¥510
,20250812,8,1,4290,6.42,37.1,54.84,7.43,55.65,73.04,27.93,45.95,1.0,1.0,2.0,2.0,3.0,,6.83,1,"¥2,580"
,20250812,8,2,5264,4.19,22.92,32.29,3.39,15.67,21.64,28.95,52.63,6.0,4.0,6.0,1.0,6.0,,6.78,6,"¥2,580"
,20250812,8,3,4176,3.98,22.47,34.83,3.86,15.94,30.43,49.18,67.21,4.0,5.0,,6.0,3.0,6.0,6.87,4,"¥2,580"
,20250812,8,4,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,4.0,2.0,4.0,,4.0,6.0,6.83,2,"¥2,580"
,20250812,8,5,5161,5.62,41.94,58.06,5.36,35.03,50.32,32.46,50.88,1.0,2.0,5.0,4.0,,4.0,6.83,5,"¥2,580"
,20250812,8,6,3612,6.26,42.54,62.69,6.39,49.23,66.15,36.21,49.14,1.0,4.0,6.0,2.0,,,6.86,3,"¥2,580"
,20250812,9,1,4857,6.78,56.58,72.37,6.69,56.34,70.42,43.97,61.21,,4.0,1.0,5.0,3.0,3.0,6.81,1,¥570
,20250812,9,2,3339,4.34,21.84,40.23,4.63,22.11,43.16,31.19,52.29,5.0,2.0,3.0,6.0,,2.0,6.83,6,¥570
,20250812,9,3,4278,6.7,47.12,64.42,7.03,57.14,67.14,47.79,61.06,1.0,3.0,,4.0,2.0,,6.81,2,¥570
,20250812,9,4,5396,1.15,0.0,0.0,0.88,0.0,0.0,43.75,56.25,,,,,,5.8,6.84,4,¥570
,20250812,9,5,5126,6.56,52.85,69.92,4.93,28.14,47.9,25.0,37.07,1.0,2.0,4.0,3.0,,6.0,6.79,5,¥570
,20250812,9,6,4295,6.84,57.48,70.87,6.92,56.55,68.97,34.86,54.13,3.0,2.0,4.0,4.0,2.0,,6.83,3,¥570
,20250812,10,1,4790,5.34,32.95,53.41,5.79,41.04,58.96,26.5,47.01,,4.0,2.0,2.0,4.0,6.0,6.83,1,"¥2,310"
,20250812,10,2,5333,3.2,14.71,21.57,2.19,7.79,9.09,38.18,50.91,1.0,,2.0,5.0,,5.5,6.85,妨,"¥2,310"
,20250812,10,3,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,6.0,4.0,2.0,3.0,,6.82,2,"¥2,310"
,20250812,10,4,4877,6.58,52.43,69.9,6.88,57.28,68.93,28.57,43.75,1.5,6.0,1.0,,1.0,5.0,6.84,エ,"¥2,310"
,20250812,10,5,3484,5.32,31.58,57.89,6.18,41.94,64.52,34.21,50.0,2.0,6.0,3.0,2.0,,5.0,6.90,3,"¥2,310"
,20250812,10,6,5386,1.66,2.6,6.49,1.2,0.0,0.0,44.07,59.32,,,,4.0,,5.0,6.85,4,"¥2,310"
,20250812,11,1,3854,6.81,45.28,61.32,8.11,67.35,81.63,40.17,60.68,1.0,2.0,3.0,1.5,3.0,,6.84,1,¥830
,20250812,11,2,4404,4.25,26.85,38.89,3.71,16.07,33.93,25.93,44.44,1.0,,1.0,1.0,5.0,6.0,6.83,5,¥830
,20250812,11,3,4040,6.04,43.88,61.15,5.79,42.31,57.69,36.44,55.93,1.0,2.0,,5.0,5.0,5.0,6.84,2,¥830
,20250812,11,4,4543,6.93,52.38,73.33,6.2,43.86,61.4,38.98,56.78,1.0,4.0,5.0,,2.0,3.0,6.77,4,¥830
,20250812,11,5,4025,6.24,43.24,62.16,5.75,38.55,57.83,47.41,62.93,3.0,1.0,1.0,3.0,,5.0,6.82,3,¥830
,20250812,11,6,4105,5.5,33.6,57.6,5.87,38.21,61.79,45.95,64.86,1.0,2.0,3.0,4.0,2.0,,6.86,6,¥830
,20250812,12,1,4002,7.16,55.1,73.47,7.18,59.24,76.43,40.16,52.46,1.0,3.0,2.0,3.0,3.0,3.0,6.81,2,"¥5,260"
,20250812,12,2,4982,5.01,27.78,50.0,5.08,29.17,50.0,38.05,60.18,3.0,,4.0,,2.0,4.0,6.82,6,"¥5,260"
,20250812,12,3,4057,6.02,40.31,63.57,5.8,40.0,62.31,42.86,53.78,1.0,1.0,,4.0,2.0,4.0,6.78,1,"¥5,260"
,20250812,12,4,4055,6.26,43.97,59.48,6.88,53.44,67.18,30.63,48.65,1.0,2.0,2.0,2.0,3.0,,6.91,3,"¥5,260"
,20250812,12,5,4654,6.08,39.39,66.67,6.53,50.67,74.0,35.04,47.86,1.0,1.0,2.0,2.0,,4.0,6.86,4,"¥5,260"
,20250812,12,6,4925,5.76,33.61,58.82,5.62,35.29,57.84,33.03,47.71,3.0,3.0,1.0,1.0,2.0,,6.81,5,"¥5,260"
,20250813,1,1,4449,3.57,12.37,31.96,3.8,17.02,29.79,24.32,35.14,2.0,5.5,4.0,,5.0,5.0,6.83,3,"¥50,480"
,20250813,1,2,4982,5.01,27.78,50.0,5.08,29.17,50.0,38.05,60.18,3.0,6.0,4.0,,2.0,4.0,6.81,4,"¥50,480"
,20250813,1,3,4543,6.93,52.38,73.33,6.2,43.86,61.4,38.98,56.78,1.0,4.0,5.0,4.0,2.0,3.0,6.79,5,"¥50,480"
,20250813,1,4,5264,4.19,22.92,32.29,3.39,15.67,21.64,28.95,52.63,6.0,4.0,6.0,1.0,6.0,,6.79,2,"¥50,480"
,20250813,1,5,5273,4.13,29.0,35.0,2.71,9.3,17.44,33.93,49.11,5.0,4.0,4.0,5.0,5.0,4.0,6.83,1,"¥50,480"
,20250813,1,6,5386,1.66,2.6,6.49,1.2,0.0,0.0,44.07,59.32,,,,4.0,,4.8,6.80,6,"¥50,480"
,20250813,2,1,5324,1.78,4.44,4.44,1.45,2.67,2.67,34.48,56.9,,3.0,6.0,5.67,6.0,,6.81,2,"¥12,830"
,20250813,2,2,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,4.0,2.0,4.0,,3.0,6.0,6.81,3,"¥12,830"
,20250813,2,3,4656,4.61,23.66,45.16,4.8,26.67,45.33,34.86,57.8,4.0,4.5,4.0,5.0,5.0,,6.86,4,"¥12,830"
,20250813,2,4,5350,2.76,5.88,15.69,2.37,1.96,15.69,35.34,54.31,,,,3.5,4.33,4.0,6.76,5,"¥12,830"
,20250813,2,5,5161,5.62,41.94,58.06,5.36,35.03,50.32,32.46,50.88,1.0,2.0,5.0,4.0,,4.5,6.82,1,"¥12,830"
,20250813,2,6,5297,2.51,5.62,11.24,1.57,1.05,3.16,30.0,47.27,,,5.67,6.0,6.0,5.0,6.77,6,"¥12,830"
,20250813,3,1,3484,5.32,31.58,57.89,6.18,41.94,64.52,34.21,50.0,2.0,6.0,3.0,2.0,3.0,5.0,6.83,4,"¥44,960"
,20250813,3,2,3612,6.26,42.54,62.69,6.39,49.23,66.15,36.21,49.14,1.0,3.67,6.0,2.0,,,6.85,2,"¥44,960"
,20250813,3,3,5003,3.83,19.42,33.01,3.8,18.75,31.25,40.17,64.96,2.0,6.0,6.0,,6.0,6.0,6.85,6,"¥44,960"
,20250813,3,4,3339,4.34,21.84,40.23,4.63,22.11,43.16,31.19,52.29,5.0,4.0,3.0,6.0,,2.0,6.80,1,"¥44,960"
,20250813,3,5,4648,4.72,20.48,45.78,5.57,32.95,57.95,33.93,50.0,4.0,5.0,6.0,5.0,5.0,5.0,6.85,5,"¥44,960"
,20250813,3,6,5396,1.15,0.0,0.0,0.88,0.0,0.0,43.75,56.25,,,,,,5.5,6.82,3,"¥44,960"
,20250813,4,1,3828,4.97,26.45,44.63,5.54,37.14,60.0,40.52,58.62,1.0,3.0,5.0,3.0,3.0,5.0,6.80,1,"¥3,950"
,20250813,4,2,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,6.0,3.0,2.0,3.0,,6.77,4,"¥3,950"
,20250813,4,3,5126,6.56,52.85,69.92,4.93,28.14,47.9,25.0,37.07,1.0,2.0,4.0,4.0,,6.0,6.84,6,"¥3,950"
,20250813,4,4,4365,4.76,30.0,44.17,5.04,33.93,47.32,44.64,55.36,2.0,3.0,3.0,3.0,5.0,6.0,6.87,3,"¥3,950"
,20250813,4,5,4633,5.7,35.0,58.75,5.33,29.91,52.99,35.78,61.47,2.0,3.0,3.0,4.0,3.0,3.0,6.86,2,"¥3,950"
,20250813,4,6,4965,4.85,32.69,46.15,4.69,26.37,41.76,39.13,61.74,6.0,6.0,6.0,5.0,,6.0,6.80,5,"¥3,950"
,20250813,5,1,4040,6.04,43.88,61.15,5.79,42.31,57.69,36.44,55.93,1.0,2.0,2.0,5.0,5.0,5.0,6.81,1,"¥1,100"
,20250813,5,2,4176,3.98,22.47,34.83,3.86,15.94,30.43,49.18,67.21,4.0,5.0,,5.0,3.0,6.0,6.88,4,"¥1,100"
,20250813,5,3,4790,5.34,32.95,53.41,5.79,41.04,58.96,26.5,47.01,1.0,4.0,2.0,2.0,4.0,6.0,6.81,2,"¥1,100"
,20250813,5,4,4982,5.01,27.78,50.0,5.08,29.17,50.0,38.05,60.18,3.0,5.0,4.0,,2.0,4.0,6.81,5,"¥1,100"
,20250813,5,5,5333,3.2,14.71,21.57,2.19,7.79,9.09,38.18,50.91,1.0,,2.0,5.0,,5.5,6.82,3,"¥1,100"
,20250813,5,6,5264,4.19,22.92,32.29,3.39,15.67,21.64,28.95,52.63,6.0,4.0,6.0,1.5,6.0,,6.79,6,"¥1,100"
,20250813,6,1,5161,5.62,41.94,58.06,5.36,35.03,50.32,32.46,50.88,1.0,2.0,5.0,4.0,1.0,4.5,6.84,1,"¥3,200"
,20250813,6,2,5273,4.13,29.0,35.0,2.71,9.3,17.44,33.93,49.11,5.0,4.0,4.0,5.0,3.0,4.0,6.87,2,"¥3,200"
,20250813,6,3,5297,2.51,5.62,11.24,1.57,1.05,3.16,30.0,47.27,,,5.67,6.0,6.0,5.5,6.76,6,"¥3,200"
,20250813,6,4,4543,6.93,52.38,73.33,6.2,43.86,61.4,38.98,56.78,1.0,4.0,5.0,4.0,2.0,3.0,6.82,4,"¥3,200"
,20250813,6,5,5386,1.66,2.6,6.49,1.2,0.0,0.0,44.07,59.32,,,,4.0,,5.0,6.81,5,"¥3,200"
,20250813,6,6,4656,4.61,23.66,45.16,4.8,26.67,45.33,34.86,57.8,4.0,4.5,4.0,5.0,5.0,,6.86,3,"¥3,200"
,20250813,7,1,3612,6.26,42.54,62.69,6.39,49.23,66.15,36.21,49.14,1.0,3.25,6.0,2.0,,,6.87,1,"¥1,040"
,20250813,7,2,4648,4.72,20.48,45.78,5.57,32.95,57.95,33.93,50.0,4.0,5.0,6.0,5.0,5.0,5.0,6.86,3,"¥1,040"
,20250813,7,3,3339,4.34,21.84,40.23,4.63,22.11,43.16,31.19,52.29,5.0,4.0,3.0,3.5,,2.0,6.85,4,"¥1,040"
,20250813,7,4,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,4.0,2.5,4.0,,3.0,6.0,6.85,2,"¥1,040"
,20250813,7,5,4449,3.57,12.37,31.96,3.8,17.02,29.79,24.32,35.14,2.5,5.5,4.0,,5.0,5.0,6.86,5,"¥1,040"
,20250813,7,6,5324,1.78,4.44,4.44,1.45,2.67,2.67,34.48,56.9,2.0,3.0,6.0,5.67,6.0,,6.84,6,"¥1,040"
,20250813,8,1,5126,6.56,52.85,69.92,4.93,28.14,47.9,25.0,37.07,1.0,2.0,5.0,4.0,,6.0,6.78,1,¥610
,20250813,8,2,4365,4.76,30.0,44.17,5.04,33.93,47.32,44.64,55.36,2.0,3.0,3.0,3.0,5.0,6.0,6.82,3,¥610
,20250813,8,3,3484,5.32,31.58,57.89,6.18,41.94,64.52,34.21,50.0,3.0,6.0,3.0,2.0,3.0,5.0,6.83,2,¥610
,20250813,8,4,5003,3.83,19.42,33.01,3.8,18.75,31.25,40.17,64.96,2.0,6.0,6.0,,6.0,6.0,6.83,6,¥610
,20250813,8,5,3828,4.97,26.45,44.63,5.54,37.14,60.0,40.52,58.62,1.0,3.0,5.0,3.0,3.0,5.0,6.77,4,¥610
,20250813,8,6,5350,2.76,5.88,15.69,2.37,1.96,15.69,35.34,54.31,,,,4.0,4.33,4.0,6.77,5,¥610
,20250813,9,1,4790,5.34,32.95,53.41,5.79,41.04,58.96,26.5,47.01,1.0,4.0,2.0,2.0,4.0,6.0,6.80,1,¥730
,20250813,9,2,4633,5.7,35.0,58.75,5.33,29.91,52.99,35.78,61.47,2.0,3.0,3.0,4.0,2.5,3.0,6.82,5,¥730
,20250813,9,3,4040,6.04,43.88,61.15,5.79,42.31,57.69,36.44,55.93,1.0,2.0,2.0,5.0,5.0,5.0,6.82,2,¥730
,20250813,9,4,4176,3.98,22.47,34.83,3.86,15.94,30.43,49.18,67.21,4.0,4.5,,5.0,3.0,6.0,6.80,4,¥730
,20250813,9,5,5396,1.15,0.0,0.0,0.88,0.0,0.0,43.75,56.25,,,,,,5.14,6.83,6,¥730
,20250813,9,6,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,5.0,3.0,2.0,3.0,,6.76,3,¥730
,20250813,10,1,4278,6.7,47.12,64.42,7.03,57.14,67.14,47.79,61.06,1.0,3.0,2.0,4.0,2.0,,6.76,1,"¥2,210"
,20250813,10,2,4057,6.02,40.31,63.57,5.8,40.0,62.31,42.86,53.78,1.0,1.0,1.0,4.0,2.0,4.0,6.76,6,"¥2,210"
,20250813,10,3,4735,4.72,28.43,40.2,3.81,15.63,25.0,28.97,42.06,1.0,2.0,4.0,1.0,4.0,3.0,6.83,4,"¥2,210"
,20250813,10,4,4025,6.24,43.24,62.16,5.75,38.55,57.83,47.41,62.93,3.0,1.0,1.0,3.0,3.0,5.0,6.78,3,"¥2,210"
,20250813,10,5,4857,6.78,56.58,72.37,6.69,56.34,70.42,43.97,61.21,1.0,4.0,1.0,5.0,3.0,3.0,6.84,2,"¥2,210"
,20250813,10,6,4295,6.84,57.48,70.87,6.92,56.55,68.97,34.86,54.13,3.0,2.0,4.0,4.0,2.5,,6.84,5,"¥2,210"
,20250813,11,1,4290,6.42,37.1,54.84,7.43,55.65,73.04,27.93,45.95,1.0,1.0,2.0,2.0,3.0,,6.83,1,"¥1,190"
,20250813,11,2,4055,6.26,43.97,59.48,6.88,53.44,67.18,30.63,48.65,1.0,2.0,2.0,2.5,3.0,,6.88,4,"¥1,190"
,20250813,11,3,4925,5.76,33.61,58.82,5.62,35.29,57.84,33.03,47.71,3.0,3.0,1.0,1.0,2.0,5.0,6.78,3,"¥1,190"
,20250813,11,4,4512,6.71,49.62,69.92,7.14,57.53,73.97,44.07,59.32,1.0,,1.0,5.0,6.0,3.0,6.82,2,"¥1,190"
,20250813,11,5,4105,5.5,33.6,57.6,5.87,38.21,61.79,45.95,64.86,1.0,2.0,3.0,4.0,2.0,6.0,6.84,5,"¥1,190"
,20250813,11,6,4404,4.25,26.85,38.89,3.71,16.07,33.93,25.93,44.44,1.0,5.0,1.0,1.0,5.0,6.0,6.77,6,"¥1,190"
,20250813,12,1,3854,6.81,45.28,61.32,8.11,67.35,81.63,40.17,60.68,1.0,2.0,3.0,1.5,3.0,,6.81,1,¥540
,20250813,12,2,4002,7.16,55.1,73.47,7.18,59.24,76.43,40.16,52.46,1.5,3.0,2.0,3.0,3.0,3.0,6.84,2,¥540
,20250813,12,3,4654,6.08,39.39,66.67,6.53,50.67,74.0,35.04,47.86,1.0,1.0,2.0,2.0,4.0,4.0,6.85,3,¥540
,20250813,12,4,4446,6.05,39.64,54.05,5.94,39.01,59.57,39.29,59.82,1.0,1.0,2.0,5.0,3.0,5.0,6.87,5,¥540
,20250813,12,5,5016,6.13,39.13,61.96,6.32,42.98,61.16,41.07,56.25,1.0,4.0,1.0,3.0,5.0,3.0,6.87,6,¥540
,20250813,12,6,4725,4.71,22.92,41.67,4.61,24.24,40.4,27.43,46.9,1.0,5.0,2.0,,2.5,6.0,6.86,4,¥540
,20250814,1,1,4982,5.01,27.78,50.0,5.08,29.17,50.0,38.05,60.18,3.0,5.0,4.0,5.0,2.0,4.0,6.82,1,"¥1,350"
,20250814,1,2,4725,4.71,22.92,41.67,4.61,24.24,40.4,27.43,46.9,1.0,5.0,2.0,,2.5,5.0,6.90,5,"¥1,350"
,20250814,1,3,4105,5.5,33.6,57.6,5.87,38.21,61.79,45.95,64.86,1.0,2.0,3.0,4.0,3.5,6.0,6.85,2,"¥1,350"
,20250814,1,4,4633,5.7,35.0,58.75,5.33,29.91,52.99,35.78,61.47,2.0,4.0,3.0,4.0,2.5,3.0,6.85,6,"¥1,350"
,20250814,1,5,4365,4.76,30.0,44.17,5.04,33.93,47.32,44.64,55.36,2.0,3.0,3.0,3.0,5.0,6.0,6.82,3,"¥1,350"
,20250814,1,6,5333,3.2,14.71,21.57,2.19,7.79,9.09,38.18,50.91,1.0,,2.0,5.0,3.0,5.5,6.80,4,"¥1,350"
,20250814,2,1,4057,6.02,40.31,63.57,5.8,40.0,62.31,42.86,53.78,1.0,3.5,1.0,4.0,2.0,4.0,6.81,1,¥500
,20250814,2,2,4790,5.34,32.95,53.41,5.79,41.04,58.96,26.5,47.01,1.0,4.0,2.0,2.0,4.0,6.0,6.86,3,¥500
,20250814,2,3,5161,5.62,41.94,58.06,5.36,35.03,50.32,32.46,50.88,1.0,2.0,5.0,4.0,1.0,4.5,6.84,2,¥500
,20250814,2,4,4965,4.85,32.69,46.15,4.69,26.37,41.76,39.13,61.74,6.0,6.0,6.0,5.0,,5.5,6.79,6,¥500
,20250814,2,5,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,4.0,2.5,4.0,2.0,3.0,6.0,6.86,4,¥500
,20250814,2,6,3828,4.97,26.45,44.63,5.54,37.14,60.0,40.52,58.62,1.0,3.0,5.0,3.0,3.5,5.0,6.83,5,¥500
,20250814,3,1,5016,6.13,39.13,61.96,6.32,42.98,61.16,41.07,56.25,1.0,4.0,1.0,3.0,5.5,3.0,6.79,1,¥510
,20250814,3,2,3484,5.32,31.58,57.89,6.18,41.94,64.52,34.21,50.0,3.0,6.0,2.5,2.0,3.0,5.0,6.86,3,¥510
,20250814,3,3,4040,6.04,43.88,61.15,5.79,42.31,57.69,36.44,55.93,1.0,2.0,2.0,5.0,5.0,5.0,6.81,2,¥510
,20250814,3,4,4735,4.72,28.43,40.2,3.81,15.63,25.0,28.97,42.06,1.0,2.0,4.0,1.0,4.0,3.0,6.80,5,¥510
,20250814,3,5,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,5.0,3.0,2.0,3.0,,6.78,4,¥510
,20250814,3,6,5386,1.66,2.6,6.49,1.2,0.0,0.0,44.07,59.32,,,,4.0,5.0,5.0,6.80,6,¥510
,20250814,4,1,4446,6.05,39.64,54.05,5.94,39.01,59.57,39.29,59.82,1.0,1.0,2.0,5.0,3.0,5.0,6.81,4,"¥104,720"
,20250814,4,2,4404,4.25,26.85,38.89,3.71,16.07,33.93,25.93,44.44,1.0,5.0,1.0,1.0,5.0,6.0,6.83,6,"¥104,720"
,20250814,4,3,3612,6.26,42.54,62.69,6.39,49.23,66.15,36.21,49.14,1.0,3.25,6.0,2.0,,,6.88,2,"¥104,720"
,20250814,4,4,5126,6.56,52.85,69.92,4.93,28.14,47.9,25.0,37.07,1.0,2.0,5.0,4.0,,6.0,6.81,3,"¥104,720"
,20250814,4,5,4176,3.98,22.47,34.83,3.86,15.94,30.43,49.18,67.21,4.0,4.5,,4.67,3.0,6.0,6.84,1,"¥104,720"
,20250814,4,6,5396,1.15,0.0,0.0,0.88,0.0,0.0,43.75,56.25,,,,,,5.25,6.83,5,"¥104,720"
,20250814,5,1,4025,6.24,43.24,62.16,5.75,38.55,57.83,47.41,62.93,3.0,1.0,1.0,3.0,3.0,5.0,6.75,1,"¥1,970"
,20250814,5,2,3339,4.34,21.84,40.23,4.63,22.11,43.16,31.19,52.29,5.0,4.0,3.5,3.5,,2.0,6.80,3,"¥1,970"
,20250814,5,3,4633,5.7,35.0,58.75,5.33,29.91,52.99,35.78,61.47,2.0,4.0,3.0,5.0,2.5,3.0,6.84,2,"¥1,970"
,20250814,5,4,4654,6.08,39.39,66.67,6.53,50.67,74.0,35.04,47.86,1.0,1.0,2.5,2.0,4.0,4.0,6.86,4,"¥1,970"
,20250814,5,5,4543,6.93,52.38,73.33,6.2,43.86,61.4,38.98,56.78,1.0,4.0,5.0,4.0,2.0,3.0,6.81,5,"¥1,970"
,20250814,5,6,5350,2.76,5.88,15.69,2.37,1.96,15.69,35.34,54.31,,,,4.0,4.33,4.5,6.78,6,"¥1,970"
,20250814,6,1,4295,6.84,57.48,70.87,6.92,56.55,68.97,34.86,54.13,3.0,2.0,4.0,4.0,2.5,5.0,6.80,1,"¥4,090"
,20250814,6,2,5247,4.04,15.56,35.56,3.38,9.86,29.58,32.74,45.13,4.0,2.5,4.0,2.0,3.33,6.0,6.80,3,"¥4,090"
,20250814,6,3,5333,3.2,14.71,21.57,2.19,7.79,9.09,38.18,50.91,1.0,,2.0,5.0,3.0,5.0,6.79,F,"¥4,090"
,20250814,6,4,4925,5.76,33.61,58.82,5.62,35.29,57.84,33.03,47.71,3.0,3.0,2.0,1.0,2.0,5.0,6.73,4,"¥4,090"
,20250814,6,5,4656,4.61,23.66,45.16,4.8,26.67,45.33,34.86,57.8,4.0,4.5,4.0,5.0,5.0,3.0,6.82,2,"¥4,090"
,20250814,6,6,4449,3.57,12.37,31.96,3.8,17.02,29.79,24.32,35.14,2.5,5.5,4.0,,5.0,5.0,6.82,5,"¥4,090"
,20250814,7,1,4055,6.26,43.97,59.48,6.88,53.44,67.18,30.63,48.65,1.0,3.0,2.0,2.5,3.0,,6.85,1,"¥1,060"
,20250814,7,2,4365,4.76,30.0,44.17,5.04,33.93,47.32,44.64,55.36,2.0,3.0,3.0,3.0,4.0,6.0,6.86,2,"¥1,060"
,20250814,7,3,4648,4.72,20.48,45.78,5.57,32.95,57.95,33.93,50.0,4.0,4.0,6.0,5.0,5.0,5.0,6.85,3,"¥1,060"
,20250814,7,4,5273,4.13,29.0,35.0,2.71,9.3,17.44,33.93,49.11,5.0,3.0,4.0,5.0,3.0,4.0,6.81,4,"¥1,060"
,20250814,7,5,3484,5.32,31.58,57.89,6.18,41.94,64.52,34.21,50.0,3.0,4.5,2.5,2.0,3.0,5.0,6.87,6,"¥1,060"
,20250814,7,6,4790,5.34,32.95,53.41,5.79,41.04,58.96,26.5,47.01,1.0,3.5,2.0,2.0,4.0,6.0,6.84,5,"¥1,060"
,20250814,8,1,5188,5.21,31.87,49.45,4.62,29.6,43.2,30.77,46.15,4.0,5.0,3.0,2.0,3.33,,6.78,1,"¥1,050"
,20250814,8,2,4965,4.85,32.69,46.15,4.69,26.37,41.76,39.13,61.74,6.0,6.0,6.0,5.5,,5.5,6.79,4,"¥1,050"
,20250814,8,3,5264,4.19,22.92,32.29,3.39,15.67,21.64,28.95,52.63,6.0,4.0,6.0,1.5,6.0,6.0,6.77,2,"¥1,050"
,20250814,8,4,5297,2.51,5.62,11.24,1.57,1.05,3.16,30.0,47.27,,,5.75,6.0,6.0,5.5,6.74,6,"¥1,050"
,20250814,8,5,5003,3.83,19.42,33.01,3.8,18.75,31.25,40.17,64.96,2.0,6.0,6.0,6.0,6.0,6.0,6.87,3,"¥1,050"
,20250814,8,6,5324,1.78,4.44,4.44,1.45,2.67,2.67,34.48,56.9,2.0,3.0,6.0,5.67,6.0,6.0,6.84,5,"¥1,050"
,20250814,9,1,4543,6.93,52.38,73.33,6.2,43.86,61.4,38.98,56.78,1.0,4.0,5.0,4.0,3.5,3.0,6.79,2,"¥14,120"
